Time taken
A_size, Quick
100000	 0.024824
150000	 0.039697
200000	 0.047607
250000	 0.072051
300000	 0.080433
350000	 0.083485
400000	 0.093827
450000	 0.118903
500000	 0.136609
550000	 0.148240
600000	 0.150716
650000	 0.171393
700000	 0.187206
750000	 0.207211
800000	 0.232379
850000	 0.229106
900000	 0.257405
950000	 0.243635
1000000	 0.282413
1050000	 0.281971
